,class,title
18379,Sports,Bayer give a Real shock
18380,World,Chechnya to Swear in New President (AP)
18381,Business,Wal-Mart Q3 earnings rise on strong sales
18382,World,Doctors split on Pinochet's mental state
18383,Sci/tech,"Sony keeps PSP production low, focuses on PS2"
18384,Sports,"Bovina beats heat, Dechy in Pilot Pen final"
18385,Sports,"Ichiro notches 4 more hits, moves within 10 of record"
18386,Business,Meet too-familiar story with familiar response
18387,World,Business looms large but politics creep into agenda as Chirac visits China (AFP)
18388,Sci/tech,Spam: From nuisance to corporate killer
18389,Sci/tech,Prince of Persia: Warrior Within In Stores
18390,Sci/tech,"For Symbol, the future is at hand"
18391,Business,Fictional Billionaires (Forbes.com)
18392,Sports,Yao Ming and Rockets Arrive in Shanghai
18393,Business,ImClone Posts Profit on Erbitux Sales
18394,Business,GDP growth slows in third quarter
18395,World,Bin Laden Still At Large 3 Years After US Attacks
18396,Sci/tech,Certain Iowa bird populations in trouble
18397,World,Cranes rain down as peace gesture
18398,Sci/tech,SpaceShipOne #39;s Heady Flight Path
18399,Sports,"Bonds #39; 700th Home Run Ball Draws Bid Topping \$800,000"
18400,World,Zarqawi's militant group declares loyalty to bin Laden
18401,Business,Media Center 2005
18402,Business,Stocks continue record breaking run
18403,Business,China bank advisor retracts statement on US Treasurys
18404,World,Singh Takes Over Golf's No. 1 Ranking
18405,Business,Before the Bell: Intel Falls
18406,Sci/tech,Sharp exits US PDA market
18407,Sci/tech,Europe Left Cold By Portable Video
18408,Sci/tech,"Longhorn Delay Stirs Dismay, Delight in Developers (Ziff Davis)"
18409,Sports,UNDATED: LSU (708).
18410,World,"Bush seeks allied help in dealing with Iran, North Korea"
18411,Sci/tech,NASA Tries to Break Speed Record With Last Plane Test (Update1)
18412,Sci/tech,NASA Delays Flight of Hypersonic Jet (AP)
18413,World,"US, Key Allies Want N. Korea Nuke Talks in Sept."
18414,Business,Oracle seeks sales gain by wooing clients
18415,Sci/tech,Puzzling Milky Way Companion Found (SPACE.com)
18416,Business,Advocate Or Promoter? (Forbes.com)
18417,World,Top Shiite Cleric Is Said to Fear Voting in Iraq May Be Delayed
18418,World,Drug smugglers exploit Iraq chaos
18419,Sports,Comfortable Starts for Federer and Mauresmo at Open
18420,Business,Big Dig Leaks Worse Than Thought
18421,Sci/tech,Mozilla Released Thunderbird 1.0
18422,Business,"Presidential Debate, Consumer Data Eyed (Reuters)"
18423,Sci/tech,Philip Morris lab discovered passive smoking risk in 1982: Lancet
18424,Sci/tech,"New to science, island bird that never flies nest"
18425,Business,Update 4: Intel Raises 4th-Quarter Sales Forecast
18426,Sports,Newman Wins at Dover
18427,World,French Police Detain Five in 9/11 Probe
18428,Business,"Automakers Tout Hybrids, Power Rules"
18429,Sports,Bruins take a step back
18430,World,West Bank Family Pleads for Release of Iraq Hostage (Reuters)
18431,Business,Wal-Mart confirms near-term outlook
18432,World,Negotiators Work Overtime on 9/11 Bill (AP)
18433,Sports,"Federer, Roddick reach semifinals at Thailand Open"
18434,World,Napier man in Caribbean as violent storms hit
18435,Sports,Is Giambi tumor in pituitary?
18436,Sci/tech,Science teacher receives award
18437,Sports,Olympic Track Wrap: Holmes Ends Mutola #39;s Dream
18438,Business,Black Friday's Fade to Gray
18439,World,Stocks Fall As Oil Climbs Past \$55 Mark
18440,World,"Bush, Blair See Hope for Palestinian State (AP)"
18441,World,WHO tobacco treaty to become law in 90 days
18442,Business,Cairn owes millions to India
18443,Business,Chain Store Sales Slipped Latest Week
18444,Sports,Tiger in unfamiliar spot
18445,Business,EARNINGS WATCH
18446,Business,Japan Stocks Firm on Optimism on Oil Fall
18447,Sci/tech,Watch China #39;s first SMS novel as a film on your mobile
18448,World,At Least 26 Dead as 3 Car Bombs Explode in Iraq
18449,Sports,O-line must protect Manning
18450,Business,Enron Conviction: Milestone Or End Zone?
18451,Sports,Alison Williamson takes bronze to hit her Olympic target after 12 years
18452,Sci/tech,Apple iTunes store hits storm over pricing in UK and Canada
18453,Sci/tech,The Year Shoppers Left the Mall Behind
18454,Sci/tech,2 NC residents convicted of spamming
18455,Sci/tech,China declares bounty on web p0rn
18456,Sci/tech,Space's largest window is built
18457,Business,CORRECTED: Bristol-Myers Profit Sinks
18458,World,Bhopal victims commemorate 20th anniversary of disaster (AFP)
18459,Sci/tech,ISS: Critical Netscape flaw could be widespread
18460,Sci/tech,Google steals a page from Amazon #39;s book search
18461,Sports,Rooney agent misled court
18462,Sci/tech,Stubbs the Zombie: Rebel without a Pulse Announced
18463,Sci/tech,Is Google Bobbing for Apple?
18464,Sports,Jets' Martin Ties Sanders' NFL Mark (AP)
18465,Sports,McNair Questionable for Game Against Jacksonville
18466,Business,"As China tries to avoid a hard landing, it #39;s difficult to get &lt;b&gt;...&lt;/b&gt;"
18467,Business,"Activision, Nielsen Study Impact of Video Game Ads"
18468,Sci/tech,Manufacturer Gets Help Managing Product Information (TechWeb)
18469,Business,"Oil, Drug Woes Send Stocks Down"
18470,World,Single mother remarks incense civil libertarians
18471,World,"Fallujah yields up weapons, videos"
18472,World,"American, Nepalese and Filipino confirmed kidnapped, two Iraqis &lt;b&gt;...&lt;/b&gt;"
18473,World,Egypt brokers West Asia peace pact
18474,Business,Oil price drops below \$49 mark
18475,Sports,"Staley Questionable, Bettis Probable for Steelers"
18476,Business,Lenovo Confirms Acquisition Talks
18477,Sci/tech,Report: Embedded Wi-Fi Market Shift Taking Place
18478,Sci/tech,GeekTech: Here Comes BTX
18479,World,Palestinian PM called for end to  quot;armed chaos quot;
18480,World,Hurricane Jeanne pounds Florida
18481,Sports,USC loses 1 first-place vote in coaches poll
18482,Sci/tech,Playing With TV
18483,Sports,Magic Wins With Hill; Pacers Making Do (AP)
18484,Sports,Lay-off will not affect Tendulkar #39;s performance: Ganguly :
18485,Sci/tech,Photo: IBM's p5-575 server
18486,World,Prince Charles visits Petra day after crash
18487,Sci/tech,"John, Paul, George, Ringo...and Steve?"
18488,Business,Last Call for Investors to Bid on Google (Reuters)
18489,Business,Celebrities join family in plea for Quattrone
18490,World,Video shows beheading of American hostage
18491,Business,Malaysia #39;s AirAsia Ready to Go Public
18492,Sports,Miami melts in OT
18493,World,Cuba move triggers war of words
18494,Business,Markets rise amid falling oil prices
18495,World,Australian Voters Head to Polls
18496,Business,Judge deals blow to stent maker
18497,Business,Sacked EU whistleblower defiant
18498,Business,US Dollar Continues Its Broad Decline
18499,Sci/tech,Environmentalists intend to sue over sharp-tailed grouse
18500,Business,"Update 3: Comcast, Time Warner Consider Joint Bid"
18501,Sports,Roma return to form in style
18502,Business,Loss Deepens in Revision by Alitalia
18503,World,"Israel, Europe Could Be on Collision Course-Report"
18504,World,Chen says Taiwan #39; is best name
18505,Sports,Lennon backs Celtic to beat Barca
18506,World,Controversial Dutch filmmaker shot dead
18507,Business,An Odyssey of Wealth Destruction
18508,Business,WTO Authorizes Sanctions Against US
18509,Business,"In fund scandal wake-up call, investors hit snooze"
18510,Business,General Growth Properties to Buy Rouse
18511,Business,2 Companies Get Contracts to Protect Jets
18512,Business,Federal Reserve raises rate again
18513,World,Blasts rock Baghdad
18514,World,Shiite Militia Fighters Start Turning in Weapons in Baghdad
18515,Sci/tech,Bush's NASA directive clouds other missions (USATODAY.com)
18516,World,Ottawa rejects premiers' demand for  #36;36.5 billion in new health cash (Canadian Press)
18517,World,The Division Is Almost in the Yankees' Hands
18518,World,EU spells out Balkan entry terms
18519,World,Pope to beatify controversial nun
18520,Sci/tech,Microsoft Releases SP2 Test Guide (NewsFactor)
18521,World,Four Killed as Bombs Rip Through Buses
18522,Sci/tech,Bitter Malpractice Fight Going to Voters
18523,World,Gadhafi #39;s son says Libya forsakes Mideast
18524,World,SADDAM MEETS HIS LAWYER
18525,Sports,Taking long way around for hoop dream
18526,Sports,"Contenders may be pacing, not chasing"
18527,Sports,Smith still waiting to be offered Scotland manager #39;s job
18528,Sports,Transactions
18529,World,Australia Govt Accused of Politicizing US Trial
18530,Sci/tech,"Online sales continue to rise, up 23.1 from a year ago"
18531,Sports,Fresh face lift
18532,Sports,Orlando Magic Waylays Atlanta Hawks 117-99 (AP)
18533,Sports,Bonds undergoes arthroscopic surgery on left knee
18534,Business,Frances' Insured Losses to Near \$4.4 Bln
18535,Sci/tech,"Microsoft patent is preliminarily rejected, but company vows to &lt;b&gt;...&lt;/b&gt;"
18536,Sci/tech,Microsoft Bends On NT Support
18537,Sports,Gophers get carried away
18538,World,China Detains Eight Priests and a Living Buddha -Groups
18539,Sci/tech,A Melting Glacier in Tibet Serves as an Example and a Warning
18540,Sports,Habana scores two tries as Springboks outplay Scots 45-10 in rugby
18541,Business,Ford dumps \$200m Oracle system
18542,Sports,"No. 7 Notre Dame 72, Washington 58"
18543,Sci/tech,Iconic grilled cheese whips us Net frenzy
18544,World,Argentina: Bank bomb blasts kill one
18545,Business,Iraq 'set for 50 growth' in 2004
18546,Sci/tech,Google Founders Honored By Marconi Foundation
18547,Sports,Double Dutch for Magpies as Shearer bags a hat-trick
18548,Business,FCC Rules Vonage is Not Subject to State Jurisdiction
18549,Sports,Agassi could return for Davis Cup final
18550,Business,Ceasefire in Najaf helps to steady global oil prices
18551,Sci/tech,Celebrating Open Source
18552,Business,Court ruling due in F1 dispute
18553,Sports,"ESPN, Zee Offer Ad Revenue To BCCI"
18554,Sci/tech,Mount St. Helens Spews More Steam (AP)
18555,World,Critics debunk China #39;s Communist Party #39;s plan to build up its &lt;b&gt;...&lt;/b&gt;
18556,World,"Study: 100,000 Iraqis died post-war"
18557,Sports,Ice on jet #39;s wings may have been cause on Ebersol crash
18558,World,"Eight dead, 46 injured in French motorway pileup (AFP)"
18559,Business,Martha Stewart asks company to pitch in on legal bills
18560,World,EU leaders clash over immigration camps
18561,Business,PeopleSoft #39;s Knightly Quest
18562,Business,McDonald's Same-Store Sales Rose 3.9 Pct
18563,Business,Two held after Air France flight diverted
18564,Business,Consumer Confidence Plummets in August (AP)
18565,Business,Controversial Overtime Rules Take Effect
18566,Sports,"Iverson hits buzzer-beater, Hill stars for Magic"
18567,Business,Air France KLM Sees Growth After Strong Quarter
18568,Sci/tech,Nintendo DS Proves Popular
18569,Sports,Jordan hand Glock China drive
18570,World,Arafat #39;s familiar words must lead to unfamiliar actions
18571,Business,Coke Enterprises
18572,Business,Consumers stay in spending mode
18573,Business,Consumer Prices Grew in September and Housing Starts Slid 6
18574,Sports,Crewe 0-3 Man Utd: FT Report
18575,Business,WMC finds more ore in Outback
18576,Business,SEC Is Seen Banning Mutual Fund Practice
18577,Sports,White Sox Trade Carlos Lee to Milwaukee (AP)
18578,World,Axe-wielding man attacks pilots
18579,Sci/tech,"Nighttime, and Fevers Are Rising"
18580,Sci/tech,Longhorn to put squeeze on gadgets
18581,Sci/tech,Green  amp; Mean
18582,World,"2 Marines From Woodbridge, Baltimore Area Killed in Iraq"
18583,Business,Yukos hits back with legal action against Kremlin
18584,Business,Service-Sector Revenues Rise in Q2
18585,Sci/tech,Justice to Announce Cyber-Crime Crackdown
18586,Sports,Earnhardt Jr. needs strong run at Kansas
18587,World,Republicans Call for Annan #39;s Resignation; UN Members Stand By Him
18588,Business,Qwest agrees to pay \$250 million to settle fraud case
18589,World,Lebanese PM appoints new cabinet
18590,Sports,Canes Reeling After Loss To UNC
18591,Sci/tech,P2P Company Gets Approval from Record Labels
18592,Business,"Fed on Tightening Path, Unfazed by Oil (Reuters)"
18593,World,Arafat Forced His People's Plight Into the World Spotlight
18594,Sports,WVU hoops ninth in preseason poll
18595,Business,Iraq Halts Oil Exports from Main Southern Pipeline (Reuters)
18596,Sports,Knockdowns not enough as Golota loses to Ruiz
18597,Sci/tech,Paris Weighs Shift to Linux from Microsoft
18598,World,North Korea #39;s number two leader in China amid pessimism over &lt;b&gt;...&lt;/b&gt;
18599,Sports,Owen given warm welcome at first Real Madrid session
18600,Sports,Reverse rout in Bronx makes us wonder
18601,Business,Japan land deal aimed at 7E7 wing plant
18602,Sci/tech,Sun Releases Solaris 10 for Free
18603,Business,Lilly to Eliminate Up to 575 US Jobs
18604,Sports,Dream Team Pulls Away to Beat Spain 102-94 (AP)
18605,Business,Feds: Anger drove Varian hacker: Disgruntled #39; ex-programmer &lt;b&gt;...&lt;/b&gt;
18606,Business,"Corus saves 1,700 steel jobs"
18607,Sports,"GAME DAY RECAP Tuesday, September 14"
18608,Sci/tech,"P2P Needs a Fix, but What?"
18609,World,"To Pay Debt, Transit Agency Goes to Market"
18610,World,Palestinians say Israeli raids hampering renewal of peace talks
18611,World,French to release Arafat #39;s records
18612,World,Russia tightens Caucasus security
18613,World,Australian Voters Face Stark Choice on Iraq
18614,Sci/tech,Apple offers fix for PowerBook white spots
18615,Sports,Phelps #39; gesture is worth a million
18616,Sci/tech,Americans came from Australia: Study
18617,World,The birth of modern Arab politics?
18618,World,U.S. Flu Vaccine Supply Cut in Half
18619,World,Alta ex-alderwoman gets conditional sentence for fabricating stalking stories (Canadian Press)
18620,Business,US Awards Airliner Antimissile Contracts
18621,Sci/tech,Search Engine Giving Away \$5 Million in Advertising
18622,Sports,Beckham May Miss 6 Weeks With Cracked Rib
18623,Business,"With Thanksgiving Over, Xmas Could Be Next"
18624,Sports,Hurricane Postpones Steelers-Dolphins Game (AP)
18625,Sports,Clemens' Son Signs to Play With Texas (AP)
18626,Business,Diet Pill Was a Driving Force in French Drug Merger
18627,Sci/tech,Prize to be awarded Nov. 6
18628,Sports,Wolfpack fails to catch up to speedy Canes
18629,Sports,Benitez disappointed with draw
18630,World,Most Israelis Oppose Strike on Iran for Now -Poll
18631,Sports,"Trulli to race in Japan, Brazil"
18632,Sports,Andy Roddick Fires Coach Brad Gilbert (AP)
18633,Sci/tech,Illicit Cameraphone Clicks Could Mean Jail
18634,Business,"Roy Disney, Stan Gold want co to hire exec search firm"
18635,Sci/tech,Video Game Review: 'Political Machine' (AP)
18636,Business,AA to delay aircraft deliveries
18637,Business,"S. Korea #39;s LG, Japan #39;s Matsushita in war over display panel &lt;b&gt;...&lt;/b&gt;"
18638,World,Indian probe of 'mad cow blood'
18639,Business,A Biotech Company's Aggressive Move Backfires
18640,Sci/tech,Record Industry Sues 754 for Internet Song Swaps
18641,World,"In Autism, New Goal Is Finding It Soon Enough to Fight It"
18642,World,Prince Charles honors UK war dead
18643,Business,"SuperGen Tumbles, Intel Up Before Bell (Reuters)"
18644,Business,Some consumers getting that sinking feeling
18645,Business,Latinos turning focus to networking
18646,Sci/tech,Honda Enhances Speech-Recognition System (AP)
18647,World,US says won #39;t bow to kidnappers
18648,World,Stewart Begins Five-Month Prison Sentence
18649,World,AU-sponsored Darfur peace talks postponed to Saturday in Nigeria
18650,Business,"Update 1: Clorox, Henkel in \$2.8 Billion Deal"
18651,Sports,McNair Hospitalized With Bruised Sternum (AP)
